H,R,T
disease-4933,associate,protein-06928
disease-4933,associate,small_molecule-04321
disease-4933,associate,small_molecule-05736
disease-4933,associate,small_molecule-06162
disease-4933,associate,small_molecule-06528
disease-4933,associate,small_molecule-06889
disease-4933,associate,small_molecule-08622
disease-4933,associate,small_molecule-08681
disease-4933,associate,small_molecule-09309
disease-4933,associate,small_molecule-10499
disease-4933,associate,small_molecule-11318
disease-4933,associate,small_molecule-12327
disease-4933,associate,small_molecule-18664
disease-4933,associate,small_molecule-21366
disease-4933,associate,small_molecule-35089
disease-4933,associate,small_molecule-35207
disease-4933,associate,small_molecule-35284
disease-4933,associate,small_molecule-35496
disease-4933,bind,gene-01258
disease-4933,bind,gene-02390
disease-4933,bind,gene-03472
disease-4933,bind,hpo-10007
disease-4933,bind,hpo-13596
disease-4933,bind,hpo-13598
disease-4933,bind,small_molecule-42326
disease-4933,cause,disease-2005
disease-4933,cause,gene-00324
disease-4933,cause,gene-00390
disease-4933,cause,gene-00892
disease-4933,cause,gene-01215
disease-4933,cause,gene-01329
disease-4933,cause,gene-02895
disease-4933,cause,gene-02901
disease-4933,cause,gene-03810
disease-4933,cause,gene-04150
disease-4933,cause,gene-05033
disease-4933,cause,gene-05102
disease-4933,cause,gene-05958
disease-4933,cause,gene-06032
disease-4933,cause,gene-09014
disease-4933,cause,gene-11125
disease-4933,cause,gene-18357
disease-4933,cause,gene-20113
disease-4933,cause,gene-20404
disease-4933,cause,hpo-07122
disease-4933,cause,hpo-07332
disease-4933,cause,hpo-10003
disease-4933,cause,hpo-10098
disease-4933,cause,hpo-13319
disease-4933,cause,hpo-13596
disease-4933,cause,hpo-13600
disease-4933,cause,hpo-13631
disease-4933,cause,small_molecule-03401
disease-4933,cause,small_molecule-07066
disease-4933,cause,small_molecule-09308
disease-4933,cause,small_molecule-09634
disease-4933,cause,small_molecule-11297
disease-4933,cause,small_molecule-35089
disease-4933,change,gene-07372
disease-4933,change,gene-20404
disease-4933,change,hpo-08335
disease-4933,change,hpo-13596
disease-4933,change,small_molecule-02455
disease-4933,conside,gene-05708
disease-4933,consist,drug-00988
disease-4933,consist,gene-04150
disease-4933,consist,hpo-10007
disease-4933,consist,hpo-13596
disease-4933,contain,disease-2005
disease-4933,contain,gene-00265
disease-4933,contain,gene-02996
disease-4933,contain,gene-03472
disease-4933,contain,gene-03627
disease-4933,contain,hpo-10007
disease-4933,contain,hpo-10178
disease-4933,contain,hpo-13596
disease-4933,contain,small_molecule-12481
disease-4933,contain,small_molecule-19791
disease-4933,control,gene-34310
disease-4933,demonstr,gene-02917
disease-4933,demonstr,gene-20404
disease-4933,depend,gene-03820
disease-4933,depend,gene-22233
disease-4933,detect,drug-00057
disease-4933,detect,gene-01331
disease-4933,detect,gene-03913
disease-4933,detect,gene-05906
disease-4933,develop,disease-2005
disease-4933,develop,gene-02918
disease-4933,develop,hpo-00281
disease-4933,develop,hpo-13596
disease-4933,develop,hpo-13600
disease-4933,develop,small_molecule-05736
disease-4933,develop,small_molecule-35089
disease-4933,develop,small_molecule-46971
disease-4933,differenti,hpo-13596
disease-4933,differenti,hpo-13610
disease-4933,encode,gene-02579
disease-4933,evalu,small_molecule-11583
disease-4933,exist,hpo-06572
disease-4933,exist,hpo-13596
disease-4933,expression,disease-2005
disease-4933,expression,drug-00155
disease-4933,expression,drug-00970
disease-4933,expression,drug-01218
disease-4933,expression,drug-01354
disease-4933,expression,drug-09798
disease-4933,expression,drug-13650
disease-4933,expression,gene-01004
disease-4933,expression,gene-02889
disease-4933,expression,gene-02910
disease-4933,expression,gene-02918
disease-4933,expression,gene-03201
disease-4933,expression,gene-03296
disease-4933,expression,gene-03375
disease-4933,expression,gene-03416
disease-4933,expression,gene-03479
disease-4933,expression,gene-04542
disease-4933,expression,gene-04551
disease-4933,expression,gene-05029
disease-4933,expression,gene-05042
disease-4933,expression,gene-05683
disease-4933,expression,gene-05708
disease-4933,expression,gene-07573
disease-4933,expression,gene-08246
disease-4933,expression,gene-08521
disease-4933,expression,gene-09014
disease-4933,expression,gene-09160
disease-4933,expression,gene-12084
disease-4933,expression,gene-15293
disease-4933,expression,gene-16658
disease-4933,expression,hpo-09980
disease-4933,expression,hpo-10155
disease-4933,expression,hpo-13596
disease-4933,expression,hpo-13598
disease-4933,expression,protein-04100
disease-4933,expression,small_molecule-06162
disease-4933,expression,small_molecule-18034
disease-4933,expression,small_molecule-19306
disease-4933,expression,small_molecule-19902
disease-4933,feature,gene-00752
disease-4933,feature,gene-01565
disease-4933,feature,gene-09014
disease-4933,feature,hpo-07011
disease-4933,feature,hpo-07122
disease-4933,feature,hpo-10007
disease-4933,feature,hpo-10178
disease-4933,feature,hpo-12640
disease-4933,feature,hpo-13600
disease-4933,feature,hpo-13601
disease-4933,feature,hpo-13612
disease-4933,feature,hpo-13631
disease-4933,focus,drug-00268
disease-4933,focus,drug-09798
disease-4933,focus,gene-03477
disease-4933,focus,small_molecule-08347
disease-4933,focus,small_molecule-10803
disease-4933,focus,small_molecule-11942
disease-4933,found,disease-2005
disease-4933,found,drug-09407
disease-4933,found,gene-07930
disease-4933,found,small_molecule-03401
disease-4933,found,small_molecule-35089
disease-4933,function,disease-2005
disease-4933,gene,gene-01331
disease-4933,gene,gene-01531
disease-4933,gene,gene-01649
disease-4933,gene,gene-02395
disease-4933,gene,gene-02397
disease-4933,gene,gene-04548
disease-4933,gene,gene-05183
disease-4933,gene,gene-05708
disease-4933,gene,gene-05958
disease-4933,gene,gene-21731
disease-4933,gene,gene-35045
disease-4933,gene,hpo-13596
disease-4933,gene,small_molecule-03447
disease-4933,gene,small_molecule-08347
disease-4933,gene,small_molecule-09085
disease-4933,gene,small_molecule-35232
disease-4933,gene,small_molecule-46971
disease-4933,gene,small_molecule-53776
disease-4933,generate,drug-13650
disease-4933,generate,hpo-13631
disease-4933,have,gene-00540
disease-4933,have,gene-00546
disease-4933,have,gene-00797
disease-4933,have,hpo-10003
disease-4933,have,hpo-13612
disease-4933,have,protein-04886
disease-4933,identifi,drug-11125
disease-4933,identifi,gene-00281
disease-4933,identifi,gene-05661
disease-4933,identifi,gene-06369
disease-4933,identifi,gene-16783
disease-4933,identifi,gene-20113
disease-4933,identifi,gene-20404
disease-4933,increase,drug-00135
disease-4933,increase,gene-00485
disease-4933,increase,gene-00757
disease-4933,increase,gene-01138
disease-4933,increase,gene-02336
disease-4933,increase,gene-02566
disease-4933,increase,gene-05029
disease-4933,increase,gene-05037
disease-4933,increase,gene-05047
disease-4933,increase,gene-05327
disease-4933,increase,gene-05681
disease-4933,increase,gene-07930
disease-4933,increase,gene-11125
disease-4933,increase,gene-15469
disease-4933,increase,gene-18189
disease-4933,increase,gene-18357
disease-4933,increase,gene-20404
disease-4933,increase,gene-21612
disease-4933,increase,gene-27622
disease-4933,increase,hpo-04112
disease-4933,increase,hpo-13132
disease-4933,increase,hpo-13596
disease-4933,increase,hpo-13600
disease-4933,increase,hpo-13610
disease-4933,increase,hpo-13631
disease-4933,increase,protein-03190
disease-4933,increase,small_molecule-02455
disease-4933,increase,small_molecule-05736
disease-4933,increase,small_molecule-11583
disease-4933,increase,small_molecule-27595
disease-4933,increase,small_molecule-35089
disease-4933,increase,small_molecule-51901
disease-4933,inhibit,gene-01196
disease-4933,inhibit,gene-01329
disease-4933,inhibit,gene-04423
disease-4933,inhibit,gene-09085
disease-4933,inhibit,gene-34311
disease-4933,inhibit,gene-35042
disease-4933,inhibit,protein-05419
disease-4933,inhibit,small_molecule-35089
disease-4933,initi,hpo-07332
disease-4933,initi,hpo-13631
disease-4933,interact,gene-02390
disease-4933,interact,gene-03472
disease-4933,maintain,small_molecule-02641
disease-4933,marker,drug-08346
disease-4933,marker,gene-01138
disease-4933,marker,mirna-0430
disease-4933,marker,mirna-1017
disease-4933,marker,mirna-2158
disease-4933,marker,protein-03190
disease-4933,observe,gene-13766
disease-4933,patholog,gene-01167
disease-4933,patholog,gene-02370
disease-4933,patholog,gene-02875
disease-4933,patholog,gene-05029
disease-4933,patholog,gene-05044
disease-4933,patholog,gene-05708
disease-4933,patholog,hpo-13596
disease-4933,patholog,hpo-13610
disease-4933,patholog,hpo-13631
disease-4933,patholog,small_molecule-02641
disease-4933,patholog,small_molecule-10659
disease-4933,patholog,small_molecule-35089
disease-4933,patholog,small_molecule-51879
disease-4933,predict,gene-08218
disease-4933,prevent,hpo-13596
disease-4933,prevent,small_molecule-19306
disease-4933,prevent,small_molecule-35089
disease-4933,produce,gene-03472
disease-4933,production,gene-35042
disease-4933,production,hpo-13631
disease-4933,protect,hpo-13600
disease-4933,provid,hpo-10003
disease-4933,reduce,drug-09798
disease-4933,reduce,drug-12785
disease-4933,reduce,gene-02359
disease-4933,reduce,gene-02500
disease-4933,reduce,gene-02787
disease-4933,reduce,gene-02887
disease-4933,reduce,gene-04150
disease-4933,reduce,gene-04551
disease-4933,reduce,gene-05036
disease-4933,reduce,gene-05666
disease-4933,reduce,gene-05681
disease-4933,reduce,gene-05903
disease-4933,reduce,gene-05906
disease-4933,reduce,gene-05932
disease-4933,reduce,gene-06013
disease-4933,reduce,gene-09085
disease-4933,reduce,gene-11844
disease-4933,reduce,gene-14177
disease-4933,reduce,gene-14869
disease-4933,reduce,small_molecule-02516
disease-4933,reduce,small_molecule-06845
disease-4933,reduce,small_molecule-08470
disease-4933,reduce,small_molecule-09449
disease-4933,reduce,small_molecule-11239
disease-4933,regulate,gene-00175
disease-4933,regulate,gene-02581
disease-4933,regulate,gene-02896
disease-4933,regulate,gene-03296
disease-4933,regulate,gene-04175
disease-4933,regulate,gene-04366
disease-4933,regulate,gene-05033
disease-4933,regulate,gene-05608
disease-4933,regulate,gene-05708
disease-4933,regulate,hpo-13600
disease-4933,regulate,hpo-13631
disease-4933,regulate,mirna-2133
disease-4933,regulate,small_molecule-02455
disease-4933,regulate,small_molecule-03540
disease-4933,require,small_molecule-19306
disease-4933,require,small_molecule-35129
disease-4933,response,gene-02197
disease-4933,response,gene-05681
disease-4933,response,hpo-13631
disease-4933,response,protein-03357
disease-4933,response,small_molecule-06162
disease-4933,risk,disease-2005
disease-4933,risk,gene-01261
disease-4933,risk,gene-03475
disease-4933,risk,gene-05287
disease-4933,risk,hpo-09983
disease-4933,risk,hpo-10007
disease-4933,risk,hpo-13610
disease-4933,risk,hpo-13626
disease-4933,risk,mirna-1939
disease-4933,risk,small_molecule-09029
disease-4933,serve,gene-04966
disease-4933,show,disease-1432
disease-4933,show,gene-01565
disease-4933,show,gene-07277
disease-4933,show,gene-08573
disease-4933,show,gene-24281
disease-4933,show,hpo-10007
disease-4933,show,hpo-12857
disease-4933,show,hpo-13130
disease-4933,show,hpo-13241
disease-4933,show,hpo-13596
disease-4933,show,small_molecule-08654
disease-4933,show,small_molecule-11239
disease-4933,show,small_molecule-12327
disease-4933,signal,hpo-10178
disease-4933,stimul,drug-02412
disease-4933,stimul,small_molecule-50083
disease-4933,studi,disease-2005
disease-4933,studi,gene-03469
disease-4933,studi,gene-03470
disease-4933,studi,gene-03475
disease-4933,studi,hpo-13596
disease-4933,studi,small_molecule-12481
disease-4933,treat,drug-00589
disease-4933,treat,drug-00672
disease-4933,treat,drug-00746
disease-4933,treat,drug-01601
disease-4933,treat,drug-04644
disease-4933,treat,gene-01187
disease-4933,treat,gene-05165
disease-4933,treat,hpo-13461
disease-4933,treat,small_molecule-05736
disease-4933,treat,small_molecule-06162
disease-4933,treat,small_molecule-11239
disease-4933,treat,small_molecule-12327
disease-4933,treat,small_molecule-16621
disease-4933,treat,small_molecule-19306
disease-4933,treat,small_molecule-21960
disease-4933,treat,small_molecule-32158
disease-4933,treat,small_molecule-56987
disease-4933,use,hpo-06980
disease-4990,cause,gene-27622
disease-6130,affect,gene-20404
disease-6572,affect,gene-20404
disease-6572,associate,disease-0272
disease-6572,associate,disease-4933
disease-6572,associate,hpo-04345
disease-6572,associate,hpo-13596
disease-6572,cause,disease-4933
disease-6572,control,gene-20404
disease-6572,detect,gene-20404
disease-6572,increase,hpo-13319
disease-6572,occur,disease-2160
disease-6572,show,hpo-04345
disease-6572,show,hpo-13464
disease-6572,show,hpo-13596
disease-6814,identifi,gene-06369
disease-7009,gene,gene-03354
disease-7009,risk,hpo-07370
disease-8865,detect,gene-20404
drug-00037,associate,disease-4933
drug-00047,cause,hpo-13596
drug-00047,develop,hpo-13596
drug-00057,affect,gene-20404
drug-00057,associate,disease-4933
drug-00057,associate,hpo-04345
drug-00057,associate,hpo-10178
drug-00057,associate,hpo-13464
drug-00057,associate,hpo-13600
drug-00057,cause,disease-4933
drug-00057,detect,disease-4933
drug-00057,determin,gene-20404
drug-00057,evalu,hpo-03244
drug-00057,evalu,hpo-13319
drug-00057,evalu,small_molecule-21361
drug-00057,inhibit,gene-01591
drug-00057,marker,hpo-13596
drug-00057,risk,disease-4933
drug-00057,risk,gene-20404
drug-00057,risk,hpo-10178
drug-00057,risk,hpo-13596
drug-00057,show,hpo-13596
drug-00057,studi,gene-20404
drug-00057,treat,hpo-13319
drug-00061,affect,disease-4933
drug-00063,determin,hpo-04556
drug-00095,cause,gene-02677
drug-00095,increase,gene-02677
drug-00095,increase,gene-05397
drug-00095,production,gene-04551
drug-00095,regulate,gene-02677
drug-00118,observe,gene-20404
drug-00135,reduce,disease-4933
drug-00141,show,disease-3936
drug-00147,expression,disease-1472
drug-00147,expression,hpo-07292
drug-00155,expression,hpo-09980
drug-00155,reduce,disease-2005
drug-00157,regulate,disease-4933
drug-00160,associate,disease-4933
drug-00162,change,disease-4933
drug-00163,observe,gene-20404
drug-00164,associate,hpo-13599
drug-00168,affect,gene-20404
drug-00168,reduce,disease-4933
drug-00168,reduce,gene-20404
drug-00175,treat,gene-20404
drug-00194,reduce,hpo-13596
drug-00198,affect,disease-1432
drug-00198,reduce,disease-4933
drug-00198,reduce,hpo-13600
drug-00218,affect,hpo-09413
drug-00248,reduce,hpo-13596
drug-00268,affect,hpo-13596
drug-00268,affect,hpo-13610
drug-00268,improve,disease-4933
drug-00268,inhibit,hpo-13631
drug-00268,reduce,disease-4933
drug-00268,response,gene-20404
drug-00268,reverse,disease-4933
drug-00268,reverse,gene-20404
drug-00268,reverse,hpo-13610
drug-00268,use,disease-4933
drug-00268,use,hpo-13610
drug-00402,affect,hpo-13610
drug-00402,reduce,hpo-07011
drug-00402,reduce,hpo-13596
drug-00472,affect,hpo-13596
drug-00472,inhibit,hpo-13600
drug-00589,treat,hpo-13461
drug-00612,associate,disease-4933
drug-00618,improve,hpo-13596
drug-00618,treat,hpo-13596
drug-00621,protect,gene-20404
drug-00628,affect,disease-4933
drug-00628,affect,hpo-13610
drug-00628,cause,gene-20404
drug-00628,change,disease-4933
drug-00628,increase,disease-4933
drug-00628,increase,hpo-13610
drug-00742,affect,disease-4933
drug-00742,reverse,hpo-13596
drug-00742,treat,hpo-13596
drug-00847,demonstr,disease-4933
drug-00847,protect,hpo-13596
drug-00847,reduce,disease-4933
drug-00858,determin,hpo-10176
drug-00904,regulate,disease-4933
drug-00925,bind,disease-4933
drug-00925,treat,disease-4933
drug-00970,expression,gene-20404
drug-01006,reduce,hpo-07011
drug-01055,treat,hpo-10178
drug-01060,affect,hpo-13600
drug-01060,treat,disease-4933
drug-01120,improve,hpo-03726
drug-01120,reduce,hpo-03549
drug-01120,reverse,hpo-03726
drug-01120,treat,small_molecule-21434
drug-01205,cause,hpo-13596
drug-01206,expression,gene-20404
drug-01207,affect,gene-20404
drug-01218,associate,hpo-08335
drug-01218,detect,gene-20404
drug-01218,expression,disease-4933
drug-01218,inhibit,disease-4933
drug-01218,inhibit,hpo-13631
drug-01218,patholog,disease-4933
drug-01224,treat,hpo-13596
drug-01270,change,disease-4933
drug-01270,reduce,disease-4933
drug-01354,affect,small_molecule-15127
drug-01354,associate,disease-4933
drug-01354,gene,disease-4933
drug-01354,improve,disease-4933
drug-01354,improve,hpo-10176
drug-01354,risk,hpo-10187
drug-01354,treat,disease-4933
drug-01354,treat,hpo-13610
drug-01588,act,disease-4933
drug-01588,cause,disease-4933
drug-01588,cause,hpo-13631
drug-01588,interact,hpo-13631
drug-01588,reduce,hpo-04556
drug-01588,treat,gene-20404
drug-01588,treat,hpo-10007
drug-01588,treat,hpo-13600
drug-01626,change,hpo-13610
drug-01713,affect,gene-12694
drug-01713,associate,hpo-13631
drug-02269,associate,hpo-13599
drug-02269,develop,hpo-13610
drug-02364,cause,gene-20404
drug-02364,expression,gene-20404
drug-02364,prevent,disease-4933
drug-02364,protect,hpo-13596
drug-02364,reduce,disease-4933
drug-02364,reduce,hpo-13600
drug-02364,treat,disease-4933
drug-02412,cause,gene-12694
drug-02970,initi,disease-2160
drug-02970,initi,gene-20404
drug-02970,regulate,hpo-13610
drug-03235,increase,hpo-13631
drug-03597,interact,disease-4933
drug-03651,reduce,hpo-13631
drug-03771,regulate,hpo-13631
drug-03998,prevent,hpo-13596
drug-03998,reduce,hpo-13600
drug-04111,associate,gene-00166
drug-04111,develop,hpo-13596
drug-04111,enhance,gene-20404
drug-04111,require,hpo-13596
drug-04111,response,hpo-13631
drug-04584,associate,disease-2005
drug-04641,associate,gene-20404
drug-04641,associate,small_molecule-09029
drug-04641,gene,small_molecule-09030
drug-04768,associate,disease-4933
drug-04768,studi,disease-4933
drug-04785,regulate,disease-4933
drug-04821,associate,hpo-13075
drug-04821,expression,gene-01630
drug-04821,increase,gene-04551
drug-04821,phosphorylation,gene-03014
drug-04821,production,disease-4258
drug-04821,regulate,gene-04551
drug-04821,regulate,hpo-13600
drug-04821,stimul,gene-04203
drug-04973,cause,gene-05736
drug-04973,expression,gene-16544
drug-04973,inhibit,gene-16544
drug-04973,interact,gene-00486
drug-04973,interact,gene-02499
drug-04973,interact,gene-05736
drug-05064,activate,gene-00175
drug-05064,activate,gene-01890
drug-05064,affect,gene-14135
drug-05064,affect,hpo-13599
drug-05064,associate,gene-01890
drug-05064,associate,gene-03770
drug-05064,expression,gene-02961
drug-05064,expression,gene-14135
drug-05064,expression,gene-18639
drug-05064,inhibit,gene-01890
drug-05064,inhibit,gene-03770
drug-05064,regulate,gene-00175
drug-05064,regulate,gene-02750
drug-05064,regulate,gene-04423
drug-05110,affect,disease-4933
drug-05110,differenti,disease-4933
drug-05110,focus,disease-4933
drug-05110,treat,gene-20404
drug-05145,prevent,disease-4933
drug-05245,affect,hpo-10178
drug-05245,associate,hpo-09786
drug-05245,cause,hpo-13600
drug-05245,change,hpo-10178
drug-05245,change,hpo-13610
drug-05346,risk,hpo-13626
drug-05960,treat,gene-20404
drug-08013,associate,disease-4933
drug-08208,affect,disease-4933
drug-08269,reduce,hpo-10098
drug-08269,treat,hpo-13129
drug-08271,inhibit,disease-2005
drug-08346,associate,disease-4933
drug-08346,associate,hpo-13600
drug-08346,patholog,gene-20404
drug-08346,risk,gene-20404
drug-08820,show,disease-4933
drug-08963,act,gene-02116
drug-08963,expression,gene-02500
drug-08963,identifi,gene-01207
drug-08963,interact,protein-14430
drug-08963,reduce,disease-4933
drug-08963,regulate,gene-07573
drug-09321,patholog,disease-4933
drug-09321,regulate,hpo-13631
drug-09356,affect,hpo-13610
drug-09500,marker,small_molecule-09008
drug-09640,cause,hpo-13596
drug-09719,cause,hpo-13596
drug-09798,activate,disease-4933
drug-09798,disrupt,disease-4933
drug-09798,expression,gene-20404
drug-09798,improve,hpo-13596
drug-09798,inhibit,disease-4933
drug-09798,reduce,disease-4933
drug-09798,reduce,hpo-13596
drug-09798,reduce,hpo-13600
drug-09798,regulate,disease-4933
drug-09798,reverse,gene-20404
drug-10004,treat,hpo-05246
drug-10554,cause,gene-20404
drug-10554,prevent,hpo-13600
drug-10679,patholog,disease-1432
drug-10679,patholog,hpo-13125
drug-10679,patholog,hpo-13610
drug-10882,associate,hpo-13596
drug-10882,control,disease-1472
drug-10882,control,hpo-13632
drug-10882,reduce,disease-2499
drug-10882,reduce,disease-4933
drug-10958,associate,hpo-13610
drug-11709,improve,hpo-13066
drug-11826,affect,disease-4933
drug-11826,bind,disease-4933
drug-11826,prevent,disease-4933
drug-11826,treat,disease-4933
drug-11826,treat,hpo-13610
